Valor1,Codigo_Operador,Valor2,Resultado
63,1,55,8
67,2,8,536
44,2,64,2816
81,3,5,16.2
51,3,71,0.718
56,2,52,2912
86,3,29,2.966
59,3,59,1.0
11,3,86,0.128
62,1,29,33
2,1,22,-20
10,2,92,920
100,1,34,66
3,1,62,-59
61,0,50,111
2,3,21,0.095
83,0,95,178
25,3,81,0.309
20,0,76,96
55,2,25,1375
17,3,65,0.262
99,2,87,8613
58,2,83,4814
63,3,64,0.984
96,1,69,27
10,3,99,0.101
77,2,74,5698
4,3,65,0.062
31,0,24,55
24,2,92,2208
87,1,55,32
72,3,2,36.0
36,0,25,61
23,3,22,1.045
58,0,70,128
23,2,61,1403
7,2,80,560
51,2,69,3519
17,1,81,-64
44,0,73,117
25,3,95,0.263
5,2,70,350
5,0,10,15
13,0,3,16
31,0,91,122
32,1,45,-13
20,1,21,-1
63,2,95,5985
87,2,51,4437
36,0,92,128
21,0,51,72
63,0,14,77
17,1,14,3
38,3,43,0.884
91,2,62,5642
97,1,77,20
61,1,99,-38
21,3,10,2.1
47,0,40,87
89,0,33,122
97,3,31,3.129
6,0,66,72
91,3,88,1.034
13,3,20,0.65
60,1,73,-13
94,0,34,128
98,1,78,20
57,1,65,-8
56,1,94,-38
63,0,81,144
31,1,1,30
89,1,64,25
52,2,9,468
26,2,23,598
53,3,66,0.803
55,1,68,-13
79,1,97,-18
19,1,90,-71
40,3,46,0.87
28,3,36,0.778
52,1,60,-8
86,0,53,139
16,1,82,-66
36,2,6,216
33,0,55,88
60,1,6,54
79,2,66,5214
91,3,91,1.0
79,3,70,1.129
74,1,92,-18
38,0,56,94
56,1,27,29
97,0,1,98
68,2,87,5916
30,1,75,-45
2,3,29,0.069
61,2,18,1098
55,1,1,54
86,3,86,1.0
79,1,30,49
19,1,23,-4
91,2,61,5551
64,0,75,139
49,0,4,53
16,1,15,1
75,1,51,24
8,0,30,38
36,3,78,0.462
69,0,76,145
82,1,69,13
27,1,81,-54
25,3,96,0.26
50,2,42,2100
24,3,76,0.316
74,1,25,49
16,0,78,94
38,1,47,-9
64,2,73,4672
17,0,60,77
58,3,96,0.604
80,0,24,104
22,1,76,-54
39,0,50,89
1,2,35,35
35,2,64,2240
88,0,17,105
49,0,71,120
53,1,11,42
89,3,31,2.871
15,3,25,0.6
15,3,80,0.188
8,0,97,105
85,1,10,75
62,3,35,1.771
82,1,2,80
48,0,80,128
96,3,23,4.174
72,0,43,115
39,2,9,351
46,2,36,1656
19,0,45,64
61,2,49,2989
16,3,40,0.4
80,0,91,171
73,1,93,-20
82,2,65,5330
66,0,39,105
50,3,78,0.641
88,0,84,172
43,3,32,1.344
64,3,28,2.286
71,0,40,111
75,2,46,3450
46,1,68,-22
89,2,59,5251
5,3,26,0.192
60,2,20,1200
99,0,32,131
51,0,47,98
58,0,58,116
76,1,34,42
40,1,56,-16
73,1,26,47
89,2,39,3471
42,2,76,3192
1,1,25,-24
69,0,6,75
3,1,52,-49
9,2,12,108
95,1,58,37
50,0,44,94
11,0,98,109
59,1,80,-21
92,1,50,42
2,2,12,24
20,2,6,120
56,3,33,1.697
87,3,36,2.417
82,0,55,137
5,2,9,45
79,2,59,4661
41,0,81,122
87,1,45,42
56,2,41,2296
51,1,55,-4
40,2,10,400
82,3,64,1.281
88,1,85,3
25,3,64,0.391
80,1,46,34
86,1,87,-1
59,1,13,46
71,3,9,7.889
52,2,67,3484
41,2,92,3772
53,0,11,64
10,1,72,-62
72,2,96,6912
64,3,3,21.333
72,2,58,4176
54,1,8,46
61,0,59,120
83,2,39,3237
49,3,72,0.681
20,0,85,105
98,2,80,7840
27,3,34,0.794
69,2,85,5865
65,1,74,-9
10,3,14,0.714
13,3,16,0.812
62,1,66,-4
55,3,36,1.528
93,2,9,837
91,0,42,133
31,0,33,64
53,0,78,131
10,1,5,5
97,1,67,30
80,3,94,0.851
61,1,89,-28
24,1,91,-67
22,3,91,0.242
21,1,83,-62
32,2,31,992
55,2,53,2915
87,2,74,6438
65,1,7,58
1,0,7,8
71,0,37,108
44,0,82,126
90,1,94,-4
5,2,81,405
77,2,50,3850
31,0,100,131
43,2,64,2752
61,1,22,39
20,3,23,0.87
24,1,24,0
92,3,14,6.571
2,3,65,0.031
14,0,56,70
69,3,100,0.69
21,1,16,5
53,1,90,-37
63,0,23,86
80,2,8,640
47,1,84,-37
80,0,12,92
85,1,89,-4
82,1,81,1
1,0,74,75
56,1,17,39
70,2,68,4760
75,3,35,2.143
68,2,33,2244
82,3,4,20.5
89,0,42,131
77,2,100,7700
6,0,75,81
23,2,57,1311
94,0,43,137
53,2,67,3551
20,1,53,-33
31,2,39,1209
99,2,59,5841
47,1,17,30
63,0,90,153
11,1,39,-28
42,2,41,1722
81,0,61,142
83,1,99,-16
54,3,81,0.667
64,0,17,81
86,0,62,148
17,2,95,1615
40,2,66,2640
12,1,40,-28
11,0,19,30
31,1,38,-7
33,0,64,97
10,3,24,0.417
16,0,20,36
38,0,65,103
52,2,32,1664
97,0,10,107
34,1,72,-38
81,2,33,2673
67,1,42,25
85,2,56,4760
52,3,81,0.642
86,1,40,46
83,1,32,51
3,0,38,41
19,3,91,0.209
64,0,84,148
27,2,90,2430
8,0,39,47
68,3,12,5.667
67,3,86,0.779
78,1,27,51
86,3,83,1.036
82,3,54,1.519
42,1,49,-7
16,0,87,103
40,3,53,0.755
34,1,5,29
17,0,69,86
83,0,25,108
75,2,67,5025
88,2,50,4400
74,2,80,5920
42,3,72,0.583
72,3,100,0.72
39,0,59,98
88,0,26,114
74,1,62,12
9,3,93,0.097
12,3,54,0.222
66,3,13,5.077
19,2,90,1710
48,0,89,137
68,1,50,18
30,3,11,2.727
48,3,85,0.565
70,1,77,-7
76,0,88,164
76,2,53,4028
36,1,81,-45
41,1,25,16
66,0,48,114
33,1,73,-40
88,0,93,181
80,3,31,2.581
74,3,48,1.542
74,2,52,3848
71,0,49,120
35,1,13,22
91,1,83,8
88,1,75,13
74,2,11,814
70,1,10,60
36,0,22,58
58,0,67,125
82,3,86,0.953
36,1,14,22
30,1,8,22
41,0,23,64
44,0,70,114
33,1,6,27
40,3,62,0.645
34,2,24,816
69,0,15,84
5,1,96,-91
44,2,2,88
63,3,28,2.25
89,3,9,9.889
32,2,42,1344
76,1,71,5
91,1,16,75
50,0,53,103
22,2,92,2024
40,1,93,-53
88,1,8,80
97,3,2,48.5
97,2,37,3589
78,2,1,78
54,3,51,1.059
63,3,19,3.316
1,1,62,-61
39,1,67,-28
62,2,48,2976
82,0,64,146
95,1,95,0
41,0,90,131
20,0,27,47
9,1,20,-11
92,1,87,5
47,0,37,84
31,3,85,0.365
5,1,29,-24
2,2,53,106
63,1,15,48
86,2,59,5074
28,0,75,103
58,1,91,-33
35,2,62,2170
96,1,96,0
59,2,12,708
57,3,3,19.0
43,2,26,1118
38,3,26,1.462
87,1,82,5
24,2,22,528
51,3,59,0.864
19,2,55,1045
98,1,36,62
62,3,51,1.216
81,2,53,4293
95,1,28,67
61,0,68,129
82,3,78,1.051
20,0,94,114
92,1,20,72
96,2,64,6144
3,3,59,0.051
26,0,41,67
50,3,72,0.694
97,2,45,4365
58,1,24,34
22,2,6,132
96,1,29,67
52,2,90,4680
91,0,51,142
83,3,79,1.051
54,1,45,9
31,0,42,73
87,1,15,72
41,2,98,4018
35,3,38,0.921
29,3,65,0.446
42,3,63,0.667
59,3,71,0.831
17,1,41,-24
71,2,84,5964
80,3,42,1.905
49,0,1,50
1,0,16,17
54,3,65,0.831
58,3,79,0.734
85,2,16,1360
69,2,76,5244
23,3,23,1.0
44,2,90,3960
55,2,81,4455
63,0,32,95
12,3,41,0.293
80,0,21,101
7,1,64,-57
81,0,3,84
6,3,27,0.222
45,1,69,-24
78,2,3,234
83,3,49,1.694
28,2,56,1568
4,1,56,-52
1,0,83,84
97,1,37,60
28,0,5,33
53,2,54,2862
89,0,51,140
6,0,84,90
48,0,77,125
33,0,6,39
100,1,71,29
72,0,40,112
96,2,30,2880
94,0,52,146
26,2,20,520
18,1,49,-31
56,1,54,2
38,2,17,646
52,3,88,0.591
22,2,70,1540
79,1,57,22
12,2,57,684
37,1,73,-36
64,0,26,90
64,3,65,0.985
86,0,71,157
75,1,78,-3
66,2,16,1056
71,2,48,3408
4,2,85,340
14,1,84,-70
26,2,83,2158
56,3,12,4.667
11,0,28,39
33,0,73,106
100,1,4,96
20,3,11,1.818
81,2,47,3807
51,0,44,95
36,3,60,0.6
74,1,52,22
22,2,17,374
38,1,74,-36
24,2,58,1392
12,3,92,0.13
80,3,4,20.0
68,3,64,1.062
4,2,99,396
33,3,38,0.868
59,3,49,1.204
3,0,47,50
62,2,30,1860
54,2,87,4698
83,2,46,3818
66,3,88,0.75
30,2,71,2130
37,1,6,31
64,0,93,157
75,1,11,64
63,3,27,2.333
62,3,13,4.769
8,0,48,56
50,0,41,91
11,0,95,106
67,1,79,-12
41,1,15,26
91,2,22,2002
32,2,65,2080
85,2,61,5185
98,3,30,3.267
38,1,7,31
20,2,59,1180
16,0,96,112
64,1,75,-11
59,3,35,1.686
98,0,75,173
32,2,53,1696
83,0,34,117
50,3,1,50.0
30,2,83,2490
34,2,14,476
88,0,35,123
20,2,30,600
24,3,16,1.5
53,0,8,61
53,3,19,2.789
64,1,8,56
66,1,35,31
50,3,56,0.893
58,0,9,67
76,0,97,173
20,2,1,20
76,2,64,4864
63,3,12,5.25
84,0,90,174
15,3,32,0.469
85,3,70,1.214
100,3,67,1.493
44,0,12,56
66,0,57,123
4,2,2,8
15,2,55,825
68,1,87,-19
86,2,16,1376
47,3,36,1.306
73,2,56,4088
22,2,81,1782
26,3,7,3.714
33,3,84,0.393
49,3,67,0.731
72,1,96,-24
91,2,21,1911
58,2,24,1392
37,2,79,2923
2,3,66,0.03
36,0,31,67
4,2,16,64
100,0,39,139
64,2,17,1088
95,2,80,7600
35,1,50,-15
26,1,78,-52
94,3,73,1.288
66,3,51,1.294
31,3,77,0.403
50,3,44,1.136
95,1,18,77
6,0,5,11
4,2,30,120
72,1,29,43
36,1,51,-15
30,1,45,-15
26,2,15,390
17,3,50,0.34
14,0,53,67
36,0,98,134
78,0,61,139
18,2,1,18
63,0,20,83
61,2,60,3660
83,3,6,13.833
15,3,83,0.181
40,3,47,0.851
91,1,53,38
26,1,11,15
88,1,45,43
87,0,91,178
64,2,22,1408
34,3,19,1.789
25,2,23,575
40,2,59,2360
80,2,57,4560
50,1,70,-20
60,3,2,30.0
56,0,83,139
9,1,57,-48
98,3,35,2.8
71,3,45,1.578
31,3,62,0.5
13,1,66,-53
48,3,64,0.75
39,2,81,3159
65,1,34,31
62,2,12,744
43,3,49,0.878
47,3,12,3.917
54,2,36,1944
55,2,12,660
56,2,55,3080
50,1,3,47
31,0,51,82
61,2,91,5551
16,0,17,33
38,0,62,100
40,3,10,4.0
35,0,87,122
42,3,47,0.894
37,1,85,-48
57,3,12,4.75
33,3,76,0.434
10,3,9,1.111
70,3,48,1.458
68,3,55,1.236
49,0,10,59
1,0,25,26
46,2,54,2484
12,3,24,0.5
8,0,36,44
93,1,62,31
35,2,78,2730
93,3,26,3.577
48,0,19,67
16,2,4,64
47,2,9,423
17,0,66,83
46,2,25,1150
82,3,72,1.139
14,1,74,-60
47,1,44,3
59,2,77,4543
11,1,66,-55
34,3,68,0.5
81,0,12,93
57,3,17,3.353
85,0,48,133
28,0,14,42
85,2,21,1785
89,0,60,149
33,0,15,48
78,2,42,3276
61,3,38,1.605
14,1,7,7
48,3,3,16.0
25,2,14,350
67,1,69,-2
90,2,94,8460
54,3,12,4.5
6,1,75,-69
16,2,30,480
45,3,50,0.9
26,3,1,26.0
2,1,96,-94
55,3,82,0.671
36,2,38,1368
85,3,96,0.885
33,1,31,2
71,1,36,35
37,2,82,3034
11,0,37,48
94,1,96,-2
34,0,71,105
89,3,84,1.06
32,1,5,27
60,3,40,1.5
100,0,27,127
50,3,39,1.282
34,1,32,2
67,1,2,65
58,2,53,3074
25,1,18,7
9,2,44,396
60,0,90,150
77,1,97,-20
92,3,34,2.706
48,2,38,1824
21,3,49,0.429
74,1,89,-15
38,2,59,2242
65,0,91,156
64,2,76,4864
49,2,75,3675
61,1,59,2
94,1,29,65
38,3,77,0.494
12,0,93,105
68,1,77,-9
6,2,81,486
2,3,72,0.028
66,2,29,1914
95,3,65,1.462
20,0,24,44
90,2,96,8640
84,0,32,116
77,1,30,47
74,1,22,52
21,2,33,693
34,3,63,0.54
92,0,80,172
57,2,69,3933
35,1,40,-5
53,0,17,70
68,1,10,58
28,3,94,0.298
6,2,46,276
58,0,18,76
62,0,54,116
78,2,44,3432
84,0,99,183
20,3,36,0.556
2,3,68,0.029
31,1,75,-44
52,3,67,0.776
2,3,77,0.026
96,3,69,1.391
47,3,52,0.904
31,0,39,70
73,0,2,75
88,1,35,53
27,1,41,-14
41,3,64,0.641
90,3,22,4.091
36,0,40,76
23,1,62,-39
68,2,82,5576
98,3,63,1.556
84,1,70,14
2,2,39,78
6,0,14,20
32,2,41,1312
35,3,21,1.667
73,0,69,142
70,2,23,1610
46,1,95,-49
78,0,70,148
63,0,29,92
98,1,63,35
70,2,48,3360
31,3,63,0.492
95,1,55,40
79,3,35,2.257
69,3,91,0.758
87,0,100,187
85,3,40,2.125
86,0,1,87
6,0,81,87
33,0,3,36
52,1,45,7
63,2,30,1890
26,3,74,0.351
54,1,72,-18
26,3,76,0.342
46,1,28,18
38,0,4,42
56,0,92,148
57,0,74,131
12,3,93,0.129
18,2,50,900
64,3,97,0.66
28,3,95,0.295
9,2,10,90
89,2,76,6764
99,3,59,1.678
38,2,100,3800
69,2,57,3933
20,3,14,1.429
19,1,8,11
51,1,82,-31
75,0,33,108
86,3,26,3.308
35,3,6,5.833
80,1,73,7
44,1,95,-51
44,2,28,1232
17,0,8,25
96,0,87,183
35,0,96,131
60,2,88,5280
58,3,75,0.773
98,0,5,103
2,2,73,146
10,1,99,-89
43,1,69,-26
24,2,26,624
7,1,91,-84
4,1,83,-79
58,2,82,4756
51,1,15,36
36,2,78,2808
7,2,21,147
8,0,45,53
55,2,40,2200
5,0,70,75
53,3,45,1.178
87,3,6,14.5
15,2,3,45
5,2,91,455
80,1,6,74
62,1,93,-31
13,3,53,0.245
83,3,94,0.883
44,1,28,16
13,1,36,-23
100,1,98,2
3,2,96,288
33,3,21,1.571
10,0,71,81
59,0,38,97
79,2,23,1817
76,0,27,103
98,0,72,170
10,1,32,-22
77,0,9,86
43,1,2,41
7,1,24,-17
66,3,94,0.702
99,1,30,69
52,2,20,1040
63,1,52,11
85,0,57,142
26,3,58,0.448
20,2,83,1660
40,2,35,1400
63,2,82,5166
47,1,81,-34
62,1,26,36
69,2,96,6624
100,1,31,69
90,0,58,148
65,3,34,1.912
37,0,60,97
87,2,2,174
58,0,6,64
55,0,31,86
77,0,76,153
73,2,45,3285
96,3,94,1.021
20,2,54,1080
21,1,43,-22
29,3,95,0.305
11,3,47,0.234
51,2,45,2295
93,3,22,4.227
45,2,33,1485
7,0,34,41
14,1,44,-30
80,2,88,7040
21,2,86,1806
73,3,86,0.849
68,0,80,148
11,0,46,57
20,2,25,500
35,2,12,420
23,3,28,0.821
37,3,60,0.617
100,0,36,136
38,3,51,0.745
45,2,46,2070
60,0,99,159
75,2,30,2250
87,0,21,108
52,3,50,1.04
32,1,42,-10
59,2,35,2065
34,1,69,-35
39,2,46,1794
28,1,63,-35
92,0,22,114
53,3,17,3.118
94,3,45,2.089
25,1,55,-30
34,2,23,782
31,1,65,-34
64,1,35,29
67,2,25,1675
79,0,40,119
7,2,77,539
61,0,7,68
77,3,36,2.139
56,3,43,1.302
84,0,41,125
23,0,50,73
87,0,88,175
1,2,95,95
34,1,2,32
74,3,65,1.138
60,1,70,-10
94,2,15,1410
92,0,89,181
60,2,42,2520
11,3,73,0.151
56,1,91,-35
18,3,19,0.947
7,2,11,77
2,3,79,0.025
19,1,87,-68
52,1,57,-5
62,0,63,125
16,1,79,-63
92,2,60,5520
9,0,65,74
68,1,47,21
79,2,16,1264
88,2,61,5368
75,3,97,0.773
51,3,26,1.962
29,3,96,0.302
26,3,6,4.333
59,3,13,4.538
73,0,11,84
95,0,56,151
32,0,37,69
30,1,72,-42
34,3,6,5.667
65,2,5,325
42,1,9,33
93,0,83,176
40,0,85,125
25,0,14,39
47,2,30,1410
53,1,75,-22
39,2,35,1365
91,1,80,11
85,1,74,11
1,0,22,23
49,2,86,4214
12,3,58,0.207
49,1,96,-47
82,1,66,16
45,0,86,131
78,3,6,13.0
6,0,23,29
73,0,78,151
30,1,5,25
14,3,11,1.273
45,2,36,1620
50,1,97,-47
49,2,97,4753
9,1,84,-75
59,2,88,5192
38,3,56,0.679
20,1,38,-18
53,1,8,45
25,0,81,106
91,1,13,78
85,1,7,78
89,2,35,3115
43,0,52,95
49,1,29,20
5,2,30,150
24,0,90,114
93,3,87,1.069
45,2,49,2205
84,2,57,4788
33,0,12,45
48,1,3,45
30,0,37,67
12,1,25,-13
50,1,30,20
60,3,62,0.968
76,1,98,-22
9,1,17,-8
73,1,90,-17
27,3,27,1.0
96,0,29,125
42,0,49,91
97,2,70,6790
85,3,55,1.545
16,2,35,560
80,3,55,1.455
96,2,12,1152
94,2,22,2068
5,0,12,17
75,0,42,117
27,0,57,84
3,3,76,0.039
34,0,68,102
9,2,71,639
93,0,13,106
76,1,31,45
28,3,74,0.378
63,3,48,1.312
40,1,53,-13
73,1,23,50
17,0,17,34
96,0,96,192
37,1,45,-8
12,2,58,696
53,3,60,0.883
28,3,18,1.556
98,0,14,112
45,0,16,61
79,3,7,11.286
24,3,29,0.828
92,1,47,45
65,0,88,153
42,3,70,0.6
8,3,12,0.667
5,0,79,84
94,3,93,1.011
13,0,72,85
71,3,71,1.0
16,2,61,976
82,3,76,1.079
14,1,34,-20
76,3,21,3.619
56,2,69,3864
76,0,36,112
46,3,29,1.586
98,0,81,179
77,0,18,95
41,3,38,1.079
23,0,38,61
45,0,83,128
37,2,8,296
54,2,95,5130
71,2,27,1917
87,2,25,2175
66,3,66,1.0
59,1,10,49
28,3,59,0.475
85,0,66,151
55,2,68,3740
7,3,35,0.2
42,3,56,0.75
61,3,72,0.847
29,0,21,50
10,1,69,-59
69,3,4,17.25
43,1,39,4
36,3,24,1.5
7,1,61,-54
54,1,5,49
37,0,69,106
55,0,40,95
77,0,85,162
6,1,35,-29
62,2,98,6076
80,3,40,2.0
4,3,96,0.042
29,1,93,-64
2,1,56,-54
100,1,68,32
60,0,41,101
67,0,52,119
7,0,43,50
29,0,88,117
97,1,64,33
61,3,75,0.813
61,1,86,-25
68,0,89,157
94,1,56,38
24,1,88,-64
85,2,60,5100
21,1,80,-59
68,3,67,1.015
100,0,45,145
65,1,4,61
25,0,2,27
29,1,26,3
77,1,57,20
87,0,30,117
46,0,56,102
84,2,36,3024
93,2,41,3813
61,1,19,42
3,2,76,228
24,1,21,3
21,1,13,8
53,1,87,-34
96,2,7,672
48,3,27,1.778
56,0,22,78
78,0,67,145
94,3,90,1.044
57,0,4,61
79,0,49,128
6,2,38,228
18,1,9,9
46,3,95,0.484
27,2,23,621
64,3,57,1.123
62,0,5,67
87,0,97,184
95,3,91,1.044
9,0,7,16
46,2,31,1426
64,1,72,-8
79,1,17,62
81,2,44,3564
70,0,53,123
92,0,98,190
75,1,38,37
35,2,28,980
35,0,26,61
57,0,71,128
83,1,96,-13
23,1,89,-66
49,2,60,2940
62,0,72,134
31,1,35,-4
9,0,74,83
22,1,63,-41
64,1,5,59
18,2,57,1026
68,0,19,87
78,1,91,-13
73,0,20,93
49,2,71,3479
93,3,93,1.0
32,0,46,78
86,1,37,49
90,3,100,0.9
83,1,29,54
23,1,22,1
98,2,91,8918
44,3,17,2.588
53,2,97,5141
40,0,94,134
91,3,77,1.182
89,3,35,2.543
96,2,74,7104
81,1,32,49
17,2,17,289
8,2,96,768
66,2,94,6204
61,2,90,5490
45,1,54,-9
24,3,32,0.75
4,3,63,0.063
45,0,95,140
78,1,24,54
4,1,41,-37
93,2,52,4836
13,3,47,0.277
42,1,46,-4
15,3,63,0.238
90,2,85,7650
10,0,68,78
52,0,24,76
8,1,50,-42
59,0,35,94
46,1,55,-9
37,2,11,407
54,3,60,0.9
15,0,69,84
64,2,25,1600
62,2,80,4960
74,2,96,7104
88,2,48,4224
43,0,61,104
87,2,73,6351
24,0,99,123
70,3,22,3.182
90,0,55,145
70,1,74,-4
30,0,46,76
34,0,10,44
80,1,100,-20
69,2,47,3243
90,3,77,1.169
81,3,31,2.613
52,3,64,0.812
42,0,58,100
91,2,73,6643
3,2,68,204
60,0,29,89
67,0,3,70
50,3,82,0.61
51,1,42,9
65,0,30,95
88,1,72,16
75,0,51,126
12,0,32,44
80,1,33,47
34,0,77,111
100,3,82,1.22
69,3,32,2.156
13,0,14,27
93,0,22,115
90,2,87,7830
49,3,61,0.803
74,2,27,1998
37,3,91,0.407
74,0,60,134
6,3,76,0.079
48,3,82,0.585
98,0,23,121
21,0,62,83
41,3,30,1.367
45,0,25,70
99,1,57,42
85,2,20,1700
63,1,79,-16
69,2,77,5313
59,2,46,2714
87,3,82,1.061
20,2,49,980
88,1,5,83
65,0,97,162
23,2,82,1886
92,0,19,111
31,2,71,2201
5,0,88,93
56,2,58,3248
54,0,55,109
78,2,20,1560
1,1,59,-58
13,0,81,94
53,2,46,2438
39,1,64,-25
35,3,84,0.417
56,3,52,1.077
3,1,86,-83
52,0,82,134
54,3,79,0.684
95,1,92,3
20,2,20,400
76,0,45,121
92,1,84,8
93,1,94,-1
76,2,2,152
77,0,27,104
66,1,20,46
50,3,98,0.51
23,0,47,70
84,0,38,122
63,1,12,51
79,2,63,4977
42,3,78,0.538
58,1,88,-30
4,0,85,89
96,1,93,3
85,0,75,160
41,2,50,2050
87,1,79,8
7,2,67,469
25,2,25,625
37,0,78,115
57,2,15,855
40,3,78,0.513
53,3,86,0.616
78,3,72,1.083
12,2,47,564
55,0,49,104
15,2,92,1380
44,2,54,2376
70,3,1,70.0
21,1,3,18
22,3,65,0.338
2,0,51,53
58,1,21,37
6,3,8,0.75
31,3,91,0.341
67,0,61,128
32,1,69,-37
54,1,42,12
68,2,35,2380
35,2,91,3185
99,2,29,2871
7,0,52,59
38,3,62,0.613
47,3,65,0.723
28,1,90,-62
73,0,8,81
68,0,98,166
87,3,15,5.8
17,1,38,-21
78,0,9,87
61,2,25,1525
25,0,11,36
34,2,32,1088
3,3,81,0.037
94,1,93,1
68,3,8,8.5
87,0,39,126
32,1,2,30
62,2,62,3844
46,0,65,111
16,3,31,0.516
28,1,23,5
60,1,97,-37
26,2,60,1560
99,2,88,8712
80,2,28,2240
24,3,98,0.245
89,1,88,1
56,0,31,87
78,0,76,154
57,0,13,70
79,0,58,137
21,2,7,147
57,3,41,1.39
55,1,92,-37
97,1,34,63
49,2,34,1666
4,0,15,19
61,1,56,5
98,2,56,5488
24,0,87,111
9,0,16,25
88,0,95,183
60,1,30,30
64,2,84,5376
76,3,26,2.923
24,2,87,2088
18,1,46,-28
56,1,51,5
90,3,64,1.406
94,2,30,2820
27,2,45,1215
33,2,22,726
96,0,26,122
35,0,35,70
57,0,80,137
55,1,25,30
79,1,54,25
39,3,23,1.696
19,1,47,-28
19,3,60,0.317
28,2,40,1120
40,0,36,76
62,0,81,143
75,1,75,0
94,2,97,9118
5,3,88,0.057
9,0,83,92
28,3,77,0.364
5,0,9,14
41,1,79,-38
27,0,54,81
74,1,49,25
77,3,88,0.875
97,3,93,1.043
38,1,71,-33
53,2,84,4452
37,3,15,2.467
10,0,10,20
32,0,55,87
62,3,45,1.378
57,3,13,4.385
7,2,57,399
18,0,58,76
75,1,8,67
97,3,91,1.066
36,2,30,1080
2,3,58,0.034
79,3,69,1.145
37,3,69,0.536
43,0,3,46
32,3,46,0.696
60,2,26,1560
89,2,92,8188
41,1,12,29
70,2,11,770
38,1,4,34
43,3,98,0.439
70,2,36,2520
96,3,54,1.778
43,3,89,0.483
10,0,77,87
87,2,96,8352
27,3,3,9.0
59,0,44,103
63,1,91,-28
69,3,41,1.683
50,2,79,3950
22,0,7,29
8,1,87,-79
29,0,18,47
46,1,92,-46
14,3,53,0.264
3,3,89,0.034
90,0,64,154
22,2,13,286
30,0,55,85
33,3,54,0.611
34,0,19,53
76,1,58,18
37,0,66,103
40,1,80,-40
77,2,1,77
63,2,76,4788
69,3,72,0.958
34,3,89,0.382
43,3,11,3.909
95,2,58,5510
67,2,10,670
42,0,67,109
21,0,4,25
60,0,38,98
8,1,20,-12
86,2,46,3956
46,1,25,21
72,1,93,-21
92,1,74,18
5,1,16,-11
12,0,41,53
34,0,86,120
13,0,23,36
40,2,28,1120
74,0,69,143
87,1,69,18
32,1,81,-49
97,3,50,1.94
26,1,75,-49
51,1,79,-28
27,2,70,1890
70,3,35,2.0
21,0,71,92
98,1,23,75
57,1,10,47
29,2,91,2639
69,2,38,2622
95,1,15,80
1,2,34,34
59,1,37,22
92,1,7,85
53,2,33,1749
92,0,28,120
5,0,97,102
58,1,11,47
13,0,90,103
34,3,61,0.557
15,0,8,23
54,1,32,22
87,1,2,85
76,0,54,130
62,3,31,2.0
65,1,98,-33
62,0,2,64
80,0,90,170
84,0,47,131
23,0,56,79
78,2,59,4602
33,2,37,1221
62,1,90,-28
81,2,38,3078
73,3,4,18.25
98,2,7,686
22,0,65,87
92,0,95,187
50,1,67,-17
89,2,93,8277
78,3,21,3.714
61,2,89,5429
66,3,86,0.767
68,3,93,0.731
46,2,92,4232
13,1,63,-50
23,2,76,1748
27,1,26,1
54,3,25,2.16
65,1,31,34
55,0,58,113
31,2,47,1457
84,2,40,3360
62,1,23,39
37,3,93,0.398
23,2,78,1794
2,0,60,62
83,3,64,1.297
84,3,86,0.977
46,2,63,2898
46,0,7,53
22,1,21,1
7,0,61,68
85,3,56,1.518
5,3,55,0.091
41,2,56,2296
25,3,73,0.342
24,1,48,-24
73,0,17,90
18,2,64,1152
66,3,72,0.917
21,1,40,-19
67,2,34,2278
78,0,18,96
97,0,88,185
25,0,20,45
93,1,59,34
87,0,48,135
30,3,30,1.0
24,0,29,53
46,0,74,120
27,3,78,0.346
20,1,77,-57
52,0,21,73
80,3,84,0.952
14,1,71,-57
4,2,70,280
99,3,8,12.375
47,1,41,6
85,1,46,39
11,1,63,-52
49,1,68,-19
18,2,54,972
57,0,22,79
50,3,21,2.381
4,0,24,28
4,2,84,336
71,1,100,-29
28,2,55,1540
78,2,61,4758
20,1,10,10
14,1,4,10
80,3,49,1.633
34,1,96,-62
67,1,66,1
86,1,64,22
99,2,1,99
53,3,54,0.981
96,0,35,131
35,0,44,79
6,3,77,0.078
83,1,56,27
58,0,78,136
73,2,17,1241
43,2,87,3741
71,1,33,38
35,3,4,8.75
78,1,51,27
5,0,18,23
27,0,63,90
34,1,29,5
19,1,84,-65
73,3,5,14.6
96,3,76,1.263
93,3,19,4.895
10,0,19,29
25,1,15,10
32,0,64,96
60,2,10,600
98,0,20,118
29,3,42,0.69
77,1,94,-17
14,2,98,1372
74,1,86,-12
39,3,100,0.39
59,3,88,0.67
15,2,40,600
45,1,14,31
85,0,5,90
81,2,58,4698
95,3,96,0.99
4,1,1,3
5,0,85,90
47,0,48,95
68,1,74,-6
59,2,28,1652
39,3,35,1.114
41,3,66,0.621
95,2,12,1140
10,0,86,96
37,0,8,45
100,2,11,1100
64,3,13,4.923
96,3,73,1.315
77,1,27,50
25,3,51,0.49
77,0,24,101
41,1,49,-8
63,2,24,1512
45,3,48,0.938
73,2,85,6205
75,3,66,1.136
14,2,79,1106
35,3,23,1.522
35,1,37,-2
80,2,59,4720
95,3,76,1.25
29,0,27,56
68,1,7,61
88,1,99,-11
84,2,44,3696
34,0,28,62
37,0,75,112
64,3,46,1.391
